"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gene11",50.8468508679098,-2.17298860176984,0.932577396791091,-2.33008928722365,0.0198014325141373,0.598639302175273
"Gene137",181.731948313962,-2.28403156326861,0.994093376667612,-2.29760263661057,0.0215844154608224,0.598639302175273
"Gene159",70.7988602865429,2.09332518120463,0.900191869264122,2.32542111596259,0.0200494534598307,0.598639302175273
"Gene294",67.5597225826189,-1.91096087141019,0.830655265873131,-2.30054626741156,0.0214172912035203,0.598639302175273
"Gene807",61.3858132954441,-2.15060700919423,0.936712769734581,-2.29590871255402,0.0216811014872332,0.598639302175273
"Gene54",109.592328237827,-1.84280924455785,0.820167415557698,-2.24686961418088,0.0246483611521823,0.61566306087776
"Gene82",147.63754835845,2.1610708008163,0.966771802592654,2.23534736431164,0.0253945528128654,0.61566306087776
"Gene141",41.403200181347,1.97849905281643,0.876744921761979,2.2566415883428,0.0240304794696237,0.61566306087776
"Gene204",108.885512035534,1.92963010813875,0.862249572462482,2.23790207587805,0.0252274416439746,0.61566306087776
"Gene830",69.8804076825341,-1.53273367448427,0.680808443459805,-2.25134351550497,0.0243637886822525,0.61566306087776
"Gene193",94.6115713406206,2.06159581674985,0.926910616680064,2.22415816547006,0.0261378046048672,0.618594708981858
"Gene132",97.3114378580604,1.85143407972071,0.877507148976575,2.10987919799858,0.0348687624620658,0.648984840084839
"Gene146",117.410559763583,-1.81820005146421,0.866512691927383,-2.09829592619122,0.0358790121782989,0.648984840084839
"Gene160",32.4442478786602,1.52167424563172,0.750008031158432,2.02887726852925,0.0424707925991719,0.648984840084839
"Gene169",74.1956758207483,-1.7698513488595,0.868581803702364,-2.03763346332544,0.0415866028626597,0.648984840084839
"Gene209",66.426180153237,-1.65163513503034,0.81875378873993,-2.01725495227598,0.0436689140536384,0.648984840084839
"Gene215",78.3872511116204,-2.01127217983824,0.955254029738109,-2.10548410917423,0.0352491891408682,0.648984840084839
"Gene251",67.6128525073597,-1.41573826682564,0.702447860886431,-2.01543537343696,0.0438590511760076,0.648984840084839
"Gene392",62.5479726269451,1.89283696674158,0.925106913198089,2.04607374535561,0.0407491156573226,0.648984840084839
"Gene469",52.6528855642639,-1.75508028157307,0.859386940604861,-2.04224686069559,0.0411270502937695,0.648984840084839
"Gene476",91.6689786080372,-1.92315479691317,0.913364273309742,-2.10557261008717,0.0352414939414706,0.648984840084839
"Gene493",97.7219664286699,-1.84856339084227,0.905360011031741,-2.04179924926843,0.0411714487678479,0.648984840084839
"Gene504",64.1658631608551,-1.64424854991201,0.830273020620745,-1.98037092507559,0.0476618645132729,0.648984840084839
"Gene505",92.4589781765321,-2.07664106618801,0.991037403457309,-2.09542148353179,0.03613354140766,0.648984840084839
"Gene587",78.5622620955946,-1.87659877449038,0.893965671750984,-2.09918438010571,0.0358006503894445,0.648984840084839
"Gene652",64.0987880349265,1.81550577686314,0.860660781276495,2.10943244581269,0.0349072713426604,0.648984840084839
"Gene671",65.8466763208144,-1.64763614073288,0.829352007075982,-1.98665479395401,0.0469606646371066,0.648984840084839
"Gene683",140.522614150986,1.60640816446334,0.792726398467464,2.02643455241168,0.0427202731694178,0.648984840084839
"Gene686",55.8238935182683,-1.49770438272203,0.738507457224389,-2.02801524625223,0.042558691978888,0.648984840084839
"Gene709",114.013993759988,1.65389321181338,0.795846931081972,2.07815491549974,0.0376950930546162,0.648984840084839
"Gene711",48.5156042799553,1.87292045442775,0.945306005460664,1.98128483645361,0.0475593399092867,0.648984840084839
"Gene714",94.5769820500349,-2.04424256776579,0.947225670562041,-2.15813678967635,0.0309171981472888,0.648984840084839
"Gene722",109.41096085862,-1.77655377493699,0.877710441390276,-2.02407729378605,0.0429621994882064,0.648984840084839
"Gene748",123.484521172405,-2.34364859563385,1.07372412463087,-2.18272882379313,0.029055785962235,0.648984840084839
"Gene771",99.4911327592513,1.79779303376391,0.830505023641888,2.16469856603675,0.0304107769759994,0.648984840084839
"Gene816",47.8391623606401,1.76878081626263,0.830612335696323,2.1294901848283,0.033213726088267,0.648984840084839
"Gene853",86.751714638488,-1.66258279171736,0.758906773091089,-2.19076024970172,0.0284691465505215,0.648984840084839
"Gene900",68.2720547337563,1.98171418758302,0.941440786196706,2.10498017149744,0.0352930341153224,0.648984840084839
"Gene920",64.5287744402708,-1.28625363249489,0.648200423047107,-1.98434556159094,0.0472173302860587,0.648984840084839
"Gene928",56.6531680956707,-2.00187460396219,0.979508233796135,-2.04375474844537,0.0409777816122699,0.648984840084839
"Gene929",88.9601087855269,-1.74541949227121,0.881071745752164,-1.98101857276238,0.0475891908022927,0.648984840084839
"Gene963",124.145284630363,1.81373778155183,0.910283497544413,1.99249770697215,0.0463164765247562,0.648984840084839
"Gene907",73.4858514846362,-1.93288711129094,0.989136715038476,-1.95411522179292,0.0506875923161107,0.680857658948838
"Gene746",99.6919139336688,1.96663411165299,1.00994041859764,1.94727735957312,0.0515014915149322,0.682566434211235
"Gene454",65.7883302583424,-1.83352139391998,0.948690368247742,-1.93268684418768,0.0532747868173931,0.696778132848536
"Gene12",122.926158969937,-1.56617146419417,0.820725785731914,-1.90827617630836,0.0563555304846562,0.700217466271853
"Gene352",52.0548028787355,-1.88491931780728,0.984384815112061,-1.9148195795693,0.0555155165986322,0.700217466271853
"Gene415",91.3784393050192,-1.83308353679791,0.95846595592757,-1.91251814992627,0.0558097668986221,0.700217466271853
"Gene936",82.8322423080443,1.81088773938789,0.943336330986551,1.91966288152396,0.0549004956784556,0.700217466271853
"Gene117",116.785025236827,1.39208193376539,0.741702005811611,1.87687497520261,0.0605352314406454,0.725041733169268
"Gene267",95.9701064321734,1.89778965456932,1.02253850751202,1.85595910630976,0.0634593871083765,0.725041733169268
"Gene307",129.641338322151,-1.64517225850633,0.886263432017512,-1.85630163568999,0.0634105760878445,0.725041733169268
"Gene327",77.9208582844443,1.46240195830182,0.777277546116891,1.88144114751245,0.0599119339608133,0.725041733169268
"Gene780",81.1995635075601,-2.06491220010435,1.10998766815474,-1.86030192888277,0.0628428208186926,0.725041733169268
"Gene896",61.1084263262295,1.51438752396142,0.814161359961824,1.86005821257893,0.062877290445895,0.725041733169268
"Gene925",116.222977994525,-1.25974067652093,0.673719898287953,-1.86982851437543,0.061507635307071,0.725041733169268
"Gene751",109.036057023748,1.39077334507451,0.752586788153292,1.84799064635084,0.0646036959797012,0.729728111407079
"Gene484",97.2733504304923,-1.79930962484226,0.982285144456308,-1.83175897039365,0.0669873385616109,0.739837939224903
"Gene938",103.446880939861,1.61489999383391,0.8797025614163,1.83573410452955,0.0663969913887091,0.739837939224903
"Gene975",132.759478008345,-1.52105489929634,0.834860493979673,-1.82192702884487,0.0684660585136842,0.747860023764858
"Gene698",110.883163000425,-1.26226143338279,0.697320868160369,-1.81015869597135,0.0702711808001408,0.759234279514565
"Gene16",105.019190628702,2.15042980690486,1.19636437927597,1.79747060691183,0.0722609403467154,0.772337362415432
"Gene42",92.0769096778773,1.53123318480293,0.857342408575881,1.78602291160009,0.0740955485012513,0.775273423265725
"Gene935",117.302068774244,-1.86502002057269,1.04263803795892,-1.78875117986647,0.0736548964984418,0.775273423265725
"Gene456",144.308223508604,-1.3303911429198,0.748044421895691,-1.77849216434009,0.0753230577300864,0.779907493580269
"Gene131",40.2114715236364,1.48597677287392,0.83982487208632,1.76938885982551,0.076829003427355,0.787299272234957
"Gene69",107.18806279394,-1.77310690806408,1.03446889420312,-1.71402631630597,0.0865238928216618,0.796794104970736
"Gene154",91.2574193542166,-1.48309154170485,0.857581158866849,-1.72938913870789,0.0837394725932051,0.796794104970736
"Gene248",62.5405687889132,1.32589102304454,0.768301803378221,1.72574243248499,0.0843937605854594,0.796794104970736
"Gene302",91.3674978045869,-1.56783415780754,0.910507189128318,-1.72193495727203,0.0850813016032459,0.796794104970736
"Gene494",128.290348241863,1.61458416805726,0.932279578540085,1.73186692621289,0.0832972586628846,0.796794104970736
"Gene502",53.0033473027237,1.8240441633522,1.04787883924357,1.74070140081168,0.0817359326215841,0.796794104970736
"Gene514",93.7690676516075,1.55436146503087,0.903672973962004,1.72004863464715,0.085423601440103,0.796794104970736
"Gene635",111.085930064942,1.51633507852088,0.879845104639102,1.72341139426224,0.0848141558462009,0.796794104970736
"Gene687",76.0314890061735,1.49280982044077,0.871073936820066,1.71375787673134,0.0865732025521524,0.796794104970736
"Gene712",78.6411096773038,-1.7324686092085,0.989445012651299,-1.75094986285919,0.0799545466602148,0.796794104970736
"Gene857",121.079766726197,1.76690258158954,1.02979213688541,1.71578566033094,0.086201279671228,0.796794104970736
"Gene668",95.1346168989819,-1.47941718018839,0.871047663470407,-1.6984342444524,0.0894258334425076,0.815497967356446
"Gene191",118.372033138403,-1.29166157934007,0.762508038945133,-1.69396453987157,0.0902720214931891,0.815730812402091
"Gene35",71.1970915470132,1.17051869016841,0.707176798526362,1.65519950966657,0.0978840346745239,0.857032343694108
"Gene101",62.864147233144,1.50201873981646,0.917964461111452,1.63624933583795,0.10178741479772,0.857032343694108
"Gene142",75.6131805853393,-1.48743363347279,0.916768330218097,-1.62247493117365,0.104701696525837,0.857032343694108
"Gene333",79.6807940266746,-1.57384543534996,0.949227647258581,-1.65802738668149,0.0973119387325958,0.857032343694108
"Gene376",80.4786183585101,1.4834757512325,0.913458506287874,1.62402095007147,0.104371337399433,0.857032343694108
"Gene396",87.7116530687283,-1.21711947624604,0.754649315199717,-1.61282790791896,0.106781901129341,0.857032343694108
"Gene402",72.9589916817032,1.05455719980798,0.644944238481851,1.63511376160259,0.102025201820122,0.857032343694108
"Gene443",86.6770752398586,-1.31795501571832,0.807571911496503,-1.63199709766531,0.102680097600917,0.857032343694108
"Gene518",131.79815446794,-1.29625314651414,0.803301227504894,-1.61365761949647,0.106601711331212,0.857032343694108
"Gene598",57.4972855433723,-1.51108960572948,0.937271026008353,-1.61222268031148,0.106913491567474,0.857032343694108
"Gene682",107.634284187568,-1.30921205331339,0.810812068010526,-1.61469236209789,0.106377332406909,0.857032343694108
"Gene762",59.0835958023588,-1.64463578533793,0.996900219434369,-1.64974964723258,0.0989941512578203,0.857032343694108
"Gene863",57.3053312563898,1.27593597633973,0.781758229100896,1.63213629079056,0.102650778178996,0.857032343694108
"Gene995",137.975916215292,-1.40862096857397,0.851941865265547,-1.65342381446991,0.0982446394750262,0.857032343694108
"Gene65",101.250333371632,-1.59373766016995,0.995924145983735,-1.60026008667127,0.109540897341965,0.857273963998555
"Gene289",112.888651537743,1.49346778355784,0.935092574630301,1.59713361444271,0.11023592666452,0.857273963998555
"Gene532",87.8634111586299,1.5027437223655,0.937344903006244,1.60319186411098,0.108892301157779,0.857273963998555
"Gene581",88.2645555528868,1.20986328660155,0.757856807159623,1.59642728701746,0.110393427959572,0.857273963998555
"Gene186",111.662150888949,1.13404980344193,0.720785336807911,1.57335304359022,0.115637093371972,0.868488424448307
"Gene387",59.6000555226521,1.60031020434688,1.0187778033285,1.57081377226558,0.116225912092173,0.868488424448307
"Gene573",126.418522199494,-1.42019518566205,0.903740804434434,-1.57146294456718,0.116075155136981,0.868488424448307
"Gene626",77.1535092595815,-1.4343163705486,0.915239461602999,-1.56714874163802,0.117079928446754,0.868488424448307
"Gene774",73.5736562034715,1.24488837434344,0.78968693863806,1.57643277789354,0.114926099366035,0.868488424448307
"Gene958",170.973862025749,1.6269600547269,1.03046225847657,1.57886428284351,0.114367190048647,0.868488424448307
"Gene118",76.5048986639432,-1.58699181158244,1.0181565282703,-1.55869138734346,0.119069441230793,0.870257533701535
"Gene441",134.413476149406,1.40870611218757,0.902668681882283,1.56060151466657,0.118617801178005,0.870257533701535
"Gene8",51.3705607615052,1.57555585959352,1.01470913541343,1.55271673882347,0.12049082156349,0.87271942443194
"Gene136",98.9294013840429,-1.43293068026877,0.924522939206337,-1.54991360354874,0.121162254096185,0.87271942443194
"Gene490",85.6320286531297,-1.66592893507928,1.08537588175044,-1.53488663521117,0.124811676952856,0.886162906365281
"Gene600",115.121370722186,-1.56533392421742,1.01761833055468,-1.53823282975278,0.123991696585285,0.886162906365281
"Gene491",55.9693583248402,-1.7085839888439,1.11846278127864,-1.52761809998776,0.126607385162332,0.892537169158567
"Gene319",110.468155128403,-1.24562672969387,0.820039910834521,-1.51898305586889,0.128766761063423,0.897030338160199
"Gene434",101.237364799304,-1.45338214865231,0.959777391500083,-1.51429087778443,0.129952081182162,0.897030338160199
"Gene597",59.6325239956658,1.20128718108274,0.791676287781122,1.51739694572596,0.129166494610027,0.897030338160199
"Gene43",114.269077146429,-1.33293063527907,0.884377559145471,-1.50719635691232,0.131760333802673,0.897053231505872
"Gene462",83.0542915816248,1.40145271294874,0.929323558535616,1.50803528015267,0.131545497754763,0.897053231505872
"Gene19",126.75683487599,-1.21280783856431,0.942695133250842,-1.28653240669865,0.198257316458951,0.901055605831953
"Gene24",88.7335862616832,-1.01500191782402,0.738994750931428,-1.37349002350113,0.169600060586399,0.901055605831953
"Gene32",53.4886537818109,-1.49348474913448,1.11020592528462,-1.34523219082225,0.178550263706224,0.901055605831953
"Gene36",114.702984225794,1.34079068647355,1.07599832482656,1.24608993855977,0.212731378222843,0.901055605831953
"Gene50",67.968873633064,-1.25736306148532,0.96363258455841,-1.30481584125916,0.191955563651054,0.901055605831953
"Gene57",93.9707102372341,1.46135999559735,0.99288077523945,1.47183834357647,0.141064536550451,0.901055605831953
"Gene64",64.7368650295076,1.41057394658523,0.982433928853383,1.43579522770711,0.151060618191761,0.901055605831953
"Gene74",60.9503256293929,-1.23279918589929,0.920875636963804,-1.33872494440609,0.180660232613832,0.901055605831953
"Gene89",60.6039931817984,-1.17760317372803,0.906749969604125,-1.29870770686891,0.194044258211004,0.901055605831953
"Gene96",127.783484955162,1.05544320727638,0.85633483390589,1.23251229015445,0.217757778506544,0.901055605831953
"Gene104",62.5382296594251,-1.26305487630632,0.895126142369513,-1.41103562561903,0.158234109685316,0.901055605831953
"Gene121",93.1022541471139,-1.17992051269494,0.930813249498042,-1.26762324594244,0.204932526430526,0.901055605831953
"Gene144",97.5130777311994,-1.08880009444996,0.849614515777154,-1.28152247193425,0.200010211950545,0.901055605831953
"Gene157",77.6006066263638,-1.2369722055202,0.982062188440849,-1.2595660642266,0.207825944040474,0.901055605831953
"Gene172",60.5066081690808,-1.43096064730037,0.963024806389897,-1.48590216763432,0.137305000178785,0.901055605831953
"Gene174",32.0409834181229,-0.963290694420174,0.750907453447965,-1.28283544130106,0.199549734540804,0.901055605831953
"Gene177",106.315035989577,-1.0061095065258,0.747815317691987,-1.34539836604444,0.178496622645337,0.901055605831953
"Gene183",58.6596340317563,-1.20024551871466,0.881635236759239,-1.3613856033325,0.173391863315572,0.901055605831953
"Gene205",76.8593789504005,-1.01829583893835,0.820115901241625,-1.24164869550351,0.2143662068163,0.901055605831953
"Gene206",86.418192154975,-1.37444282171883,0.943010512904317,-1.45750530127789,0.144976949079501,0.901055605831953
"Gene210",75.370167264173,0.984588589878725,0.798145317151448,1.23359564821189,0.217353615436196,0.901055605831953
"Gene235",144.959751092781,-1.18466924279014,0.814478246691087,-1.45451305495635,0.14580411670391,0.901055605831953
"Gene245",178.818117380105,1.40673142994967,1.03182818234714,1.36333883297287,0.172775748777875,0.901055605831953
"Gene247",116.29331828001,1.29340671785869,0.898341068598626,1.43977244620058,0.149931789122213,0.901055605831953
"Gene263",77.7964520946733,-1.30157654866545,0.912399627357049,-1.42654217476582,0.153711902072503,0.901055605831953
"Gene268",63.5990125321681,1.03625795885218,0.732161571830022,1.41534054602467,0.156968672348505,0.901055605831953
"Gene274",103.670697210089,0.960905613388583,0.777542318751678,1.23582419916551,0.216523917821533,0.901055605831953
"Gene282",100.657143362573,1.34693696753053,0.929985966494941,1.44834117509005,0.147521657569829,0.901055605831953
"Gene286",65.5941461205606,1.39955530852754,0.945961685383162,1.47950528034404,0.139005321142184,0.901055605831953
"Gene287",100.324973329323,1.01979447104089,0.803880671677099,1.26858936527649,0.20458755926827,0.901055605831953
"Gene297",88.7840873116122,-1.18280153163808,0.824347440859561,-1.4348337521431,0.151334477361707,0.901055605831953
"Gene300",111.021578407479,1.16964838755572,0.802926498182312,1.45673158153779,0.145190488469974,0.901055605831953
"Gene332",77.0328567992549,-1.20925559079829,0.931768522674538,-1.29780687088168,0.194353708011463,0.901055605831953
"Gene341",53.3950592389124,1.29994602741283,0.920755142889727,1.41182597507198,0.158001208232628,0.901055605831953
"Gene349",72.9312649100451,1.16686909051736,0.885987598511897,1.31702643747749,0.187829762945186,0.901055605831953
"Gene350",68.0886767904617,1.11586503989375,0.905865498855647,1.23182198825696,0.218015587702991,0.901055605831953
"Gene361",125.95012571125,-1.11923229618864,0.74776746040534,-1.49676517828408,0.134454369947274,0.901055605831953
"Gene370",45.8963296935878,-1.11846389375556,0.908937002387785,-1.2305186066992,0.218502963702273,0.901055605831953
"Gene377",52.7930688751084,-1.43977275888375,1.11581655762727,-1.2903310575937,0.196935737958172,0.901055605831953
"Gene409",108.838377692434,-1.15875960814494,0.857592966626484,-1.3511766691641,0.17663884635105,0.901055605831953
"Gene413",120.822092489052,-1.11338067378799,0.828988740166645,-1.34305886176955,0.179252914903034,0.901055605831953
"Gene422",92.7659439560085,-1.17576806655277,0.890543014655282,-1.32028217301541,0.186740825274282,0.901055605831953
"Gene424",68.564876375629,-1.20276561342577,0.933923094846441,-1.28786365822073,0.197793428024054,0.901055605831953
"Gene433",66.6898590038663,1.28994309968144,0.962406409578513,1.34033095254049,0.180137772768496,0.901055605831953
"Gene437",86.492491543377,1.26092973074432,0.888524021425814,1.41912846511556,0.15586156652479,0.901055605831953
"Gene438",77.4814672534503,-1.18770673387407,0.963614957742601,-1.23255323542967,0.217742493436067,0.901055605831953
"Gene444",44.4289014244971,1.55189137102426,1.0650398612013,1.4571204586407,0.145083131945152,0.901055605831953
"Gene448",49.9273524683899,1.1764395141143,0.828372099047415,1.42018244635128,0.155554572644378,0.901055605831953
"Gene450",94.1890260451537,1.41700489354307,1.04988561665748,1.34967549898854,0.177120094779683,0.901055605831953
"Gene475",113.333418182681,-1.23694360804035,0.909476659946135,-1.3600608597406,0.173810665651791,0.901055605831953
"Gene488",66.2342304461402,-1.14013751798606,0.889669387188333,-1.28152944723578,0.200007763562636,0.901055605831953
"Gene498",104.784966172816,1.17893282236541,0.932865089467905,1.26377633344373,0.206310318017349,0.901055605831953
"Gene560",104.20482152609,1.23482262504384,0.963411874158716,1.28171829532632,0.199941484654913,0.901055605831953
"Gene578",71.3336537491007,1.0841827156296,0.867385352249713,1.24994353757253,0.211320173683047,0.901055605831953
"Gene580",99.3219554061373,-1.20155175401432,0.932995213147545,-1.28784342843601,0.197800471355552,0.901055605831953
"Gene583",76.079645532465,-0.898356891734972,0.705156156243645,-1.27398290971535,0.202669473032689,0.901055605831953
"Gene588",44.2065567461741,1.15760685390958,0.816883943525083,1.41710075597053,0.156453471573345,0.901055605831953
"Gene592",111.760201562431,-1.13227355045321,0.818911894031717,-1.3826561302935,0.166770329374277,0.901055605831953
"Gene601",83.1928630125193,-1.26872590540811,0.88537020585945,-1.43298915754289,0.151860935895561,0.901055605831953
"Gene605",84.9435730068376,1.15034734847461,0.898191172786491,1.28073775753758,0.200285792870018,0.901055605831953
"Gene608",90.849714642948,-1.54712553625745,1.10179190913761,-1.40419032253414,0.160262182839299,0.901055605831953
"Gene621",134.898751730739,1.51233773138459,1.02036196781783,1.48215807633336,0.138298238733338,0.901055605831953
"Gene647",81.8608081745312,1.13198879437903,0.810079895228345,1.39737919808508,0.162299571172341,0.901055605831953
"Gene653",121.216686296926,-1.24281403512405,0.980468828336761,-1.26757118554429,0.204951127365452,0.901055605831953
"Gene661",98.8230938925796,-1.13285400518796,0.922368900995883,-1.22820056483346,0.219371686731723,0.901055605831953
"Gene677",51.4250816339617,1.13815140076696,0.817210826385781,1.39272677749581,0.163702427963067,0.901055605831953
"Gene680",104.073058612253,-1.02913418920272,0.771147474206534,-1.33454912792347,0.18202395749564,0.901055605831953
"Gene689",45.9809753678695,-1.20527375661872,0.890389326015045,-1.35364802946701,0.175848695968516,0.901055605831953
"Gene694",174.563745684617,-1.09263641929189,0.876337750463359,-1.24682112429159,0.212463093055957,0.901055605831953
"Gene701",111.074891649253,1.10931559954634,0.777273055686792,1.42718905721768,0.153525407801796,0.901055605831953
"Gene706",130.382460235383,1.22356845045754,0.831004028080866,1.47239773708832,0.140913503893817,0.901055605831953
"Gene743",41.138350673242,-1.58812956798364,1.09453614944855,-1.45096127595582,0.146790643491186,0.901055605831953
"Gene747",102.767707346636,0.884818392746769,0.713279819937313,1.24049267624665,0.214793221397664,0.901055605831953
"Gene750",58.8487072941603,1.31438991339631,1.05129241624187,1.25026100549165,0.211204218057892,0.901055605831953
"Gene786",65.3435420780037,1.18598588698908,0.884404169404018,1.34099988220125,0.179920490845362,0.901055605831953
"Gene791",68.9787877898025,1.04248320946203,0.814464427907544,1.27996162108675,0.200558633906968,0.901055605831953
"Gene796",95.6041704849428,1.18260536364619,0.850315295622813,1.39078453572918,0.164290773854398,0.901055605831953
"Gene814",64.8290001287591,1.10305813119723,0.859143241595765,1.28390479933057,0.19917526778843,0.901055605831953
"Gene837",90.3571912674145,-1.2051135796678,0.887995587755734,-1.35711663017778,0.174744155153892,0.901055605831953
"Gene842",48.6768511704871,-1.42374576967251,1.15493324936739,-1.23275156417253,0.217668467268225,0.901055605831953
"Gene843",134.022558718417,-1.17247767660605,0.901054131459259,-1.30122890031837,0.193180115703574,0.901055605831953
"Gene844",74.2703217167573,-1.30706797261929,1.05449218234948,-1.23952362520797,0.215151645111037,0.901055605831953
"Gene867",59.2824134057112,-1.40896618820493,0.951871461407061,-1.48020635698247,0.138818184462353,0.901055605831953
"Gene868",53.118219517111,-1.50408939146341,1.07331459847077,-1.40134998033792,0.161109442098796,0.901055605831953
"Gene877",61.9527225958028,-1.0140563036295,0.788326794951625,-1.28634001802732,0.198324422041622,0.901055605831953
"Gene890",46.6583169185372,-1.16160698379299,0.845727706939771,-1.37349997435489,0.169596969190478,0.901055605831953
"Gene917",83.5707076487959,1.16701258846336,0.846660780672412,1.37837090733851,0.168088800905524,0.901055605831953
"Gene923",110.959290736844,1.50747032548479,1.08105913613286,1.39443835688515,0.163185272040914,0.901055605831953
"Gene931",95.0440602050136,0.994865176652152,0.762173111019494,1.30530080669129,0.19179043949462,0.901055605831953
"Gene932",59.7639124020792,-0.895704022765805,0.686735435124846,-1.30429271150537,0.192133799426301,0.901055605831953
"Gene934",86.3052832310921,-1.29696581568147,0.998698015998945,-1.29865664585724,0.194061788710192,0.901055605831953
"Gene970",106.921488286659,-1.03127106564831,0.830435131725173,-1.24184421666496,0.214294045065808,0.901055605831953
"Gene984",51.3221095366897,1.13136572425592,0.839473890764848,1.34770805465447,0.177752300414124,0.901055605831953
"Gene985",86.7413495939485,1.22475019237586,0.885773308992942,1.38269033390531,0.166759837015455,0.901055605831953
"Gene987",50.3489594106821,-1.22334967049687,0.870382473605091,-1.40553114015474,0.159863396112553,0.901055605831953
"Gene998",138.855210214339,-1.11142187106799,0.800878437953544,-1.38775351963273,0.165212112788694,0.901055605831953
"Gene495",77.3121313695855,-1.14311117654768,0.935679314464916,-1.22169119149693,0.221824428575383,0.903661811491517
"Gene616",139.295468984533,0.92912339283192,0.759791000473429,1.22286706772386,0.221379908857269,0.903661811491517
"Gene77",113.317755185348,-1.15737695123524,0.952400088135131,-1.21522138191049,0.224281667445765,0.909942765065676
"Gene7",86.0798827342315,-1.06980812129425,1.10684631623222,-0.966537183713052,0.333775449923054,0.91066866204651
"Gene10",48.1379071423219,1.11861845014357,0.930127133967262,1.20265113154192,0.22911135216416,0.91066866204651
"Gene27",95.4130133157691,0.961373990612779,0.917479632985718,1.04784232374098,0.294711259047769,0.91066866204651
"Gene38",99.6231104895465,0.80951374068592,0.736119112513999,1.09970482619486,0.271460751284289,0.91066866204651
"Gene49",130.85704394122,-1.00411132086758,1.04967152966249,-0.956595746852767,0.33877133638834,0.91066866204651
"Gene59",87.290379844332,0.745645324985308,0.7593607882679,0.981938146537858,0.326130321334988,0.91066866204651
"Gene60",57.8567194291633,-0.851702135601062,0.828015769806044,-1.02860617715115,0.303664774071528,0.91066866204651
